"subject" "activity" "measurement_id"
1 "WALKING_DOWNSTAIRS" 335
1 "WALKING_DOWNSTAIRS" 336
1 "WALKING_DOWNSTAIRS" 337
1 "WALKING_DOWNSTAIRS" 338
1 "WALKING_DOWNSTAIRS" 339
1 "WALKING_DOWNSTAIRS" 340
1 "WALKING_DOWNSTAIRS" 341
1 "WALKING_DOWNSTAIRS" 342
1 "WALKING_DOWNSTAIRS" 343
1 "WALKING_DOWNSTAIRS" 344
1 "WALKING_DOWNSTAIRS" 345
1 "WALKING_DOWNSTAIRS" 346
1 "WALKING_DOWNSTAIRS" 347
3 "STANDING" 348
3 "STANDING" 349
3 "STANDING" 350
3 "STANDING" 351
3 "STANDING" 352
3 "STANDING" 353
3 "STANDING" 354
3 "STANDING" 355
3 "STANDING" 356
3 "STANDING" 357
3 "STANDING" 358
3 "STANDING" 359
3 "STANDING" 360
3 "STANDING" 361
3 "STANDING" 362
3 "STANDING" 363
3 "STANDING" 364
3 "STANDING" 365
3 "STANDING" 366
3 "STANDING" 367
3 "STANDING" 368
3 "STANDING" 369
3 "STANDING" 370
3 "STANDING" 371
3 "STANDING" 372
3 "STANDING" 373
3 "STANDING" 374
3 "STANDING" 375
3 "STANDING" 376
3 "STANDING" 377
3 "STANDING" 378
3 "SITTING" 379
3 "SITTING" 380
3 "SITTING" 381
3 "SITTING" 382
3 "SITTING" 383
3 "SITTING" 384
3 "SITTING" 385
3 "SITTING" 386
3 "SITTING" 387
3 "SITTING" 388
3 "SITTING" 389
3 "SITTING" 390
3 "SITTING" 391
3 "SITTING" 392
3 "SITTING" 393
3 "SITTING" 394
3 "SITTING" 395
3 "SITTING" 396
3 "SITTING" 397
3 "SITTING" 398
3 "SITTING" 399
3 "SITTING" 400
3 "SITTING" 401
3 "SITTING" 402
3 "SITTING" 403
3 "SITTING" 404
3 "LAYING" 405
3 "LAYING" 406
3 "LAYING" 407
3 "LAYING" 408
3 "LAYING" 409
3 "LAYING" 410
3 "LAYING" 411
3 "LAYING" 412
3 "LAYING" 413
3 "LAYING" 414
3 "LAYING" 415
3 "LAYING" 416
3 "LAYING" 417
3 "LAYING" 418
3 "LAYING" 419
3 "LAYING" 420
3 "LAYING" 421
3 "LAYING" 422
3 "LAYING" 423
3 "LAYING" 424
3 "LAYING" 425
3 "LAYING" 426
3 "LAYING" 427
3 "LAYING" 428
3 "LAYING" 429
3 "LAYING" 430
3 "LAYING" 431
3 "LAYING" 432
3 "LAYING" 433
3 "LAYING" 434
3 "WALKING" 435
3 "WALKING" 436
3 "WALKING" 437
3 "WALKING" 438
3 "WALKING" 439
3 "WALKING" 440
3 "WALKING" 441
3 "WALKING" 442
3 "WALKING" 443
3 "WALKING" 444
3 "WALKING" 445
3 "WALKING" 446
3 "WALKING" 447
3 "WALKING" 448
3 "WALKING" 449
3 "WALKING" 450
3 "WALKING" 451
3 "WALKING" 452
3 "WALKING" 453
3 "WALKING" 454
3 "WALKING" 455
3 "WALKING" 456
3 "WALKING" 457
3 "WALKING" 458
3 "WALKING" 459
3 "WALKING" 460
3 "WALKING" 461
3 "WALKING" 462
3 "WALKING" 463
3 "WALKING" 464
3 "WALKING" 465
3 "WALKING_DOWNSTAIRS" 466
3 "WALKING_DOWNSTAIRS" 467
3 "WALKING_DOWNSTAIRS" 468
3 "WALKING_DOWNSTAIRS" 469
3 "WALKING_DOWNSTAIRS" 470
3 "WALKING_DOWNSTAIRS" 471
3 "WALKING_DOWNSTAIRS" 472
3 "WALKING_DOWNSTAIRS" 473
3 "WALKING_DOWNSTAIRS" 474
3 "WALKING_DOWNSTAIRS" 475
3 "WALKING_DOWNSTAIRS" 476
3 "WALKING_DOWNSTAIRS" 477
3 "WALKING_DOWNSTAIRS" 478
3 "WALKING_DOWNSTAIRS" 479
3 "WALKING_DOWNSTAIRS" 480
3 "WALKING_DOWNSTAIRS" 481
3 "WALKING_DOWNSTAIRS" 482
3 "WALKING_DOWNSTAIRS" 483
3 "WALKING_DOWNSTAIRS" 484
3 "WALKING_DOWNSTAIRS" 485
3 "WALKING_DOWNSTAIRS" 486
3 "WALKING_DOWNSTAIRS" 487
3 "WALKING_DOWNSTAIRS" 488
3 "WALKING_UPSTAIRS" 489
3 "WALKING_UPSTAIRS" 490
3 "WALKING_UPSTAIRS" 491
3 "WALKING_UPSTAIRS" 492
3 "WALKING_UPSTAIRS" 493
3 "WALKING_UPSTAIRS" 494
3 "WALKING_UPSTAIRS" 495
3 "WALKING_UPSTAIRS" 496
3 "WALKING_UPSTAIRS" 497
3 "WALKING_UPSTAIRS" 498
3 "WALKING_UPSTAIRS" 499
3 "WALKING_UPSTAIRS" 500
3 "WALKING_UPSTAIRS" 501
3 "WALKING_UPSTAIRS" 502
3 "WALKING_UPSTAIRS" 503
3 "WALKING_UPSTAIRS" 504
3 "WALKING_UPSTAIRS" 505
3 "WALKING_UPSTAIRS" 506
3 "WALKING_UPSTAIRS" 507
3 "WALKING_UPSTAIRS" 508
3 "WALKING_UPSTAIRS" 509
3 "WALKING_UPSTAIRS" 510
3 "WALKING_UPSTAIRS" 511
3 "WALKING_UPSTAIRS" 512
3 "WALKING_UPSTAIRS" 513
3 "WALKING_UPSTAIRS" 514
3 "WALKING_UPSTAIRS" 515
3 "WALKING_UPSTAIRS" 516
3 "WALKING_UPSTAIRS" 517
3 "WALKING_UPSTAIRS" 518
3 "WALKING_UPSTAIRS" 519
3 "WALKING_UPSTAIRS" 520
3 "WALKING_UPSTAIRS" 521
3 "WALKING_UPSTAIRS" 522
3 "STANDING" 523
3 "STANDING" 524
3 "STANDING" 525
3 "STANDING" 526
3 "STANDING" 527
3 "STANDING" 528
3 "STANDING" 529
3 "STANDING" 530
3 "STANDING" 531
3 "STANDING" 532
3 "STANDING" 533
3 "STANDING" 534
3 "STANDING" 535
3 "STANDING" 536
3 "STANDING" 537
3 "STANDING" 538
3 "STANDING" 539
3 "STANDING" 540
3 "STANDING" 541
3 "STANDING" 542
3 "STANDING" 543
3 "STANDING" 544
3 "STANDING" 545
3 "STANDING" 546
3 "STANDING" 547
3 "STANDING" 548
3 "STANDING" 549
3 "STANDING" 550
3 "STANDING" 551
3 "STANDING" 552
3 "SITTING" 553
3 "SITTING" 554
3 "SITTING" 555
3 "SITTING" 556
3 "SITTING" 557
3 "SITTING" 558
3 "SITTING" 559
3 "SITTING" 560
3 "SITTING" 561
3 "SITTING" 562
3 "SITTING" 563
3 "SITTING" 564
3 "SITTING" 565
3 "SITTING" 566
3 "SITTING" 567
3 "SITTING" 568
3 "SITTING" 569
3 "SITTING" 570
3 "SITTING" 571
3 "SITTING" 572
3 "SITTING" 573
3 "SITTING" 574
3 "SITTING" 575
3 "SITTING" 576
3 "SITTING" 577
3 "SITTING" 578
3 "LAYING" 579
3 "LAYING" 580
3 "LAYING" 581
3 "LAYING" 582
3 "LAYING" 583
3 "LAYING" 584
3 "LAYING" 585
3 "LAYING" 586
3 "LAYING" 587
3 "LAYING" 588
3 "LAYING" 589
3 "LAYING" 590
3 "LAYING" 591
3 "LAYING" 592
3 "LAYING" 593
3 "LAYING" 594
3 "LAYING" 595
3 "LAYING" 596
3 "LAYING" 597
3 "LAYING" 598
3 "LAYING" 599
3 "LAYING" 600
3 "LAYING" 601
3 "LAYING" 602
3 "LAYING" 603
3 "LAYING" 604
3 "LAYING" 605
3 "LAYING" 606
3 "LAYING" 607
3 "LAYING" 608
3 "LAYING" 609
3 "LAYING" 610
3 "WALKING" 611
3 "WALKING" 612
3 "WALKING" 613
3 "WALKING" 614
3 "WALKING" 615
3 "WALKING" 616
3 "WALKING" 617
3 "WALKING" 618
3 "WALKING" 619
3 "WALKING" 620
3 "WALKING" 621
3 "WALKING" 622
3 "WALKING" 623
3 "WALKING" 624
3 "WALKING" 625
3 "WALKING" 626
3 "WALKING" 627
3 "WALKING" 628
3 "WALKING" 629
3 "WALKING" 630
3 "WALKING" 631
3 "WALKING" 632
3 "WALKING" 633
3 "WALKING" 634
3 "WALKING" 635
3 "WALKING" 636
3 "WALKING" 637
3 "WALKING_DOWNSTAIRS" 638
3 "WALKING_DOWNSTAIRS" 639
3 "WALKING_DOWNSTAIRS" 640
3 "WALKING_DOWNSTAIRS" 641
3 "WALKING_DOWNSTAIRS" 642
3 "WALKING_DOWNSTAIRS" 643
3 "WALKING_DOWNSTAIRS" 644
3 "WALKING_DOWNSTAIRS" 645
3 "WALKING_DOWNSTAIRS" 646
3 "WALKING_DOWNSTAIRS" 647
3 "WALKING_DOWNSTAIRS" 648
3 "WALKING_DOWNSTAIRS" 649
3 "WALKING_DOWNSTAIRS" 650
3 "WALKING_DOWNSTAIRS" 651
3 "WALKING_DOWNSTAIRS" 652
3 "WALKING_DOWNSTAIRS" 653
3 "WALKING_DOWNSTAIRS" 654
3 "WALKING_DOWNSTAIRS" 655
3 "WALKING_DOWNSTAIRS" 656
3 "WALKING_DOWNSTAIRS" 657
3 "WALKING_DOWNSTAIRS" 658
3 "WALKING_DOWNSTAIRS" 659
3 "WALKING_DOWNSTAIRS" 660
3 "WALKING_DOWNSTAIRS" 661
3 "WALKING_DOWNSTAIRS" 662
3 "WALKING_DOWNSTAIRS" 663
3 "WALKING_UPSTAIRS" 664
3 "WALKING_UPSTAIRS" 665
3 "WALKING_UPSTAIRS" 666
3 "WALKING_UPSTAIRS" 667
3 "WALKING_UPSTAIRS" 668
3 "WALKING_UPSTAIRS" 669
3 "WALKING_UPSTAIRS" 670
3 "WALKING_UPSTAIRS" 671
3 "WALKING_UPSTAIRS" 672
3 "WALKING_UPSTAIRS" 673
3 "WALKING_UPSTAIRS" 674
3 "WALKING_UPSTAIRS" 675
3 "WALKING_UPSTAIRS" 676
3 "WALKING_UPSTAIRS" 677
3 "WALKING_UPSTAIRS" 678
3 "WALKING_UPSTAIRS" 679
3 "WALKING_UPSTAIRS" 680
3 "WALKING_UPSTAIRS" 681
3 "WALKING_UPSTAIRS" 682
3 "WALKING_UPSTAIRS" 683
3 "WALKING_UPSTAIRS" 684
3 "WALKING_UPSTAIRS" 685
3 "WALKING_UPSTAIRS" 686
3 "WALKING_UPSTAIRS" 687
3 "WALKING_UPSTAIRS" 688
5 "STANDING" 689
5 "STANDING" 690
5 "STANDING" 691
5 "STANDING" 692
5 "STANDING" 693
5 "STANDING" 694
5 "STANDING" 695
5 "STANDING" 696
5 "STANDING" 697
5 "STANDING" 698
5 "STANDING" 699
5 "STANDING" 700
5 "STANDING" 701
5 "STANDING" 702
5 "STANDING" 703
5 "STANDING" 704
5 "STANDING" 705
5 "STANDING" 706
5 "STANDING" 707
5 "STANDING" 708
5 "STANDING" 709
5 "STANDING" 710
5 "STANDING" 711
5 "STANDING" 712
5 "STANDING" 713
5 "STANDING" 714
5 "STANDING" 715
5 "STANDING" 716
5 "SITTING" 717
5 "SITTING" 718
5 "SITTING" 719
5 "SITTING" 720
5 "SITTING" 721
5 "SITTING" 722
5 "SITTING" 723
5 "SITTING" 724
5 "SITTING" 725
5 "SITTING" 726
5 "SITTING" 727
5 "SITTING" 728
5 "SITTING" 729
5 "SITTING" 730
5 "SITTING" 731
5 "SITTING" 732
5 "SITTING" 733
5 "SITTING" 734
5 "SITTING" 735
5 "SITTING" 736
5 "SITTING" 737
5 "SITTING" 738
5 "SITTING" 739
5 "LAYING" 740
5 "LAYING" 741
5 "LAYING" 742
5 "LAYING" 743
5 "LAYING" 744
5 "LAYING" 745
5 "LAYING" 746
5 "LAYING" 747
5 "LAYING" 748
5 "LAYING" 749
5 "LAYING" 750
5 "LAYING" 751
5 "LAYING" 752
5 "LAYING" 753
5 "LAYING" 754
5 "LAYING" 755
5 "LAYING" 756
5 "LAYING" 757
5 "LAYING" 758
5 "LAYING" 759
5 "LAYING" 760
5 "LAYING" 761
5 "LAYING" 762
5 "LAYING" 763
5 "LAYING" 764
5 "LAYING" 765
5 "LAYING" 766
5 "LAYING" 767
5 "WALKING" 768
5 "WALKING" 769
5 "WALKING" 770
5 "WALKING" 771
5 "WALKING" 772
5 "WALKING" 773
5 "WALKING" 774
5 "WALKING" 775
5 "WALKING" 776
5 "WALKING" 777
5 "WALKING" 778
5 "WALKING" 779
5 "WALKING" 780
5 "WALKING" 781
5 "WALKING" 782
5 "WALKING" 783
5 "WALKING" 784
5 "WALKING" 785
5 "WALKING" 786
5 "WALKING" 787
5 "WALKING" 788
5 "WALKING" 789
5 "WALKING" 790
5 "WALKING" 791
5 "WALKING" 792
5 "WALKING" 793
5 "WALKING" 794
5 "WALKING" 795
5 "WALKING" 796
5 "WALKING" 797
5 "WALKING_DOWNSTAIRS" 798
5 "WALKING_DOWNSTAIRS" 799
5 "WALKING_DOWNSTAIRS" 800
5 "WALKING_DOWNSTAIRS" 801
5 "WALKING_DOWNSTAIRS" 802
5 "WALKING_DOWNSTAIRS" 803
5 "WALKING_DOWNSTAIRS" 804
5 "WALKING_DOWNSTAIRS" 805
5 "WALKING_DOWNSTAIRS" 806
5 "WALKING_DOWNSTAIRS" 807
5 "WALKING_DOWNSTAIRS" 808
5 "WALKING_DOWNSTAIRS" 809
5 "WALKING_DOWNSTAIRS" 810
5 "WALKING_DOWNSTAIRS" 811
5 "WALKING_DOWNSTAIRS" 812
5 "WALKING_DOWNSTAIRS" 813
5 "WALKING_DOWNSTAIRS" 814
5 "WALKING_DOWNSTAIRS" 815
5 "WALKING_DOWNSTAIRS" 816
5 "WALKING_DOWNSTAIRS" 817
5 "WALKING_DOWNSTAIRS" 818
5 "WALKING_DOWNSTAIRS" 819
5 "WALKING_DOWNSTAIRS" 820
5 "WALKING_DOWNSTAIRS" 821
5 "WALKING_DOWNSTAIRS" 822
5 "WALKING_UPSTAIRS" 823
5 "WALKING_UPSTAIRS" 824
5 "WALKING_UPSTAIRS" 825
5 "WALKING_UPSTAIRS" 826
5 "WALKING_UPSTAIRS" 827
5 "WALKING_UPSTAIRS" 828
5 "WALKING_UPSTAIRS" 829
5 "WALKING_UPSTAIRS" 830
5 "WALKING_UPSTAIRS" 831
5 "WALKING_UPSTAIRS" 832
5 "WALKING_UPSTAIRS" 833
5 "WALKING_UPSTAIRS" 834
5 "WALKING_UPSTAIRS" 835
5 "WALKING_UPSTAIRS" 836
5 "WALKING_UPSTAIRS" 837
5 "WALKING_UPSTAIRS" 838
5 "WALKING_UPSTAIRS" 839
5 "WALKING_UPSTAIRS" 840
5 "WALKING_UPSTAIRS" 841
5 "WALKING_UPSTAIRS" 842
5 "WALKING_UPSTAIRS" 843
5 "WALKING_UPSTAIRS" 844
5 "WALKING_UPSTAIRS" 845
5 "WALKING_UPSTAIRS" 846
5 "WALKING_UPSTAIRS" 847
5 "STANDING" 848
5 "STANDING" 849
5 "STANDING" 850
5 "STANDING" 851
5 "STANDING" 852
5 "STANDING" 853
5 "STANDING" 854
5 "STANDING" 855
5 "STANDING" 856
5 "STANDING" 857
5 "STANDING" 858
5 "STANDING" 859
5 "STANDING" 860
5 "STANDING" 861
5 "STANDING" 862
5 "STANDING" 863
5 "STANDING" 864
5 "STANDING" 865
5 "STANDING" 866
5 "STANDING" 867
5 "STANDING" 868
5 "STANDING" 869
5 "STANDING" 870
5 "STANDING" 871
5 "STANDING" 872
5 "STANDING" 873
5 "STANDING" 874
5 "STANDING" 875
5 "SITTING" 876
5 "SITTING" 877
5 "SITTING" 878
5 "SITTING" 879
5 "SITTING" 880
5 "SITTING" 881
5 "SITTING" 882
5 "SITTING" 883
5 "SITTING" 884
5 "SITTING" 885
5 "SITTING" 886
5 "SITTING" 887
5 "SITTING" 888
5 "SITTING" 889
5 "SITTING" 890
5 "SITTING" 891
5 "SITTING" 892
5 "SITTING" 893
5 "SITTING" 894
5 "SITTING" 895
5 "SITTING" 896
5 "LAYING" 897
5 "LAYING" 898
5 "LAYING" 899
5 "LAYING" 900
5 "LAYING" 901
5 "LAYING" 902
5 "LAYING" 903
5 "LAYING" 904
5 "LAYING" 905
5 "LAYING" 906
5 "LAYING" 907
5 "LAYING" 908
5 "LAYING" 909
5 "LAYING" 910
5 "LAYING" 911
5 "LAYING" 912
5 "LAYING" 913
5 "LAYING" 914
5 "LAYING" 915
5 "LAYING" 916
5 "LAYING" 917
5 "LAYING" 918
5 "LAYING" 919
5 "LAYING" 920
5 "WALKING" 921
5 "WALKING" 922
5 "WALKING" 923
5 "WALKING" 924
5 "WALKING" 925
5 "WALKING" 926
5 "WALKING" 927
5 "WALKING" 928
5 "WALKING" 929
5 "WALKING" 930
5 "WALKING" 931
5 "WALKING" 932
5 "WALKING" 933
5 "WALKING" 934
5 "WALKING" 935
5 "WALKING" 936
5 "WALKING" 937
5 "WALKING" 938
5 "WALKING" 939
5 "WALKING" 940
5 "WALKING" 941
5 "WALKING" 942
5 "WALKING" 943
5 "WALKING" 944
5 "WALKING" 945
5 "WALKING" 946
5 "WALKING_DOWNSTAIRS" 947
5 "WALKING_DOWNSTAIRS" 948
5 "WALKING_DOWNSTAIRS" 949
5 "WALKING_DOWNSTAIRS" 950
5 "WALKING_DOWNSTAIRS" 951
5 "WALKING_DOWNSTAIRS" 952
5 "WALKING_DOWNSTAIRS" 953
5 "WALKING_DOWNSTAIRS" 954
5 "WALKING_DOWNSTAIRS" 955
5 "WALKING_DOWNSTAIRS" 956
5 "WALKING_DOWNSTAIRS" 957
5 "WALKING_DOWNSTAIRS" 958
5 "WALKING_DOWNSTAIRS" 959
5 "WALKING_DOWNSTAIRS" 960
5 "WALKING_DOWNSTAIRS" 961
5 "WALKING_DOWNSTAIRS" 962
5 "WALKING_DOWNSTAIRS" 963
5 "WALKING_DOWNSTAIRS" 964
5 "WALKING_DOWNSTAIRS" 965
5 "WALKING_DOWNSTAIRS" 966
5 "WALKING_DOWNSTAIRS" 967
5 "WALKING_DOWNSTAIRS" 968
5 "WALKING_UPSTAIRS" 969
5 "WALKING_UPSTAIRS" 970
5 "WALKING_UPSTAIRS" 971
5 "WALKING_UPSTAIRS" 972
5 "WALKING_UPSTAIRS" 973
5 "WALKING_UPSTAIRS" 974
5 "WALKING_UPSTAIRS" 975
5 "WALKING_UPSTAIRS" 976
5 "WALKING_UPSTAIRS" 977
5 "WALKING_UPSTAIRS" 978
5 "WALKING_UPSTAIRS" 979
5 "WALKING_UPSTAIRS" 980
5 "WALKING_UPSTAIRS" 981
5 "WALKING_UPSTAIRS" 982
5 "WALKING_UPSTAIRS" 983
5 "WALKING_UPSTAIRS" 984
5 "WALKING_UPSTAIRS" 985
5 "WALKING_UPSTAIRS" 986
5 "WALKING_UPSTAIRS" 987
5 "WALKING_UPSTAIRS" 988
5 "WALKING_UPSTAIRS" 989
5 "WALKING_UPSTAIRS" 990
6 "STANDING" 991
6 "STANDING" 992
6 "STANDING" 993
6 "STANDING" 994
